run_name,features,entity_embed_dim,ci_dropout_rate,ci_dropout_mode,lr,weight_decay,hidden_dim,num_layers,dropout,seed,knn_edges,knn_scope,input_dim,best_epoch,epochs_trained,best_val_loss,seen_ndcg1,unseen_ndcg1,all_ndcg1,seen_map,unseen_map,all_map,seen_mrr,unseen_mrr,all_mrr,seen_unseen_gap
concat_embed64_drop0p5_embedding_lr0p0005_wd0p001_h256_l2_do0p1_s3_knn0a,concat,64,0.5,embedding,0.0005,0.001,256,2,0.1,3,0,all,768,16,26,1.5620451362319785,0.4327881070055701,0.2121002990568208,0.39617106432633764,0.3187829143078405,0.13995702831875786,0.2891115865538374,0.5580964115556855,0.30773098262594284,0.516536103163854,0.2206878079487493
concat_embed64_drop0p5_embedding_lr0p0003_wd0p0005_h256_l2_do0p1_s42_knn0a,concat,64,0.5,embedding,0.0003,0.0005,256,2,0.1,42,0,all,768,33,43,1.568407019561876,0.4357495881383857,0.21187025534851617,0.39848849192717317,0.3168666951846222,0.138451877280367,0.2872064077286345,0.5615303980982411,0.306864329793336,0.5192189858626369,0.22387933278986955
concat_embed64_drop0p5_embedding_lr0p0003_wd0p001_h256_l2_do0p1_s42_knn0a,concat,64,0.5,embedding,0.0003,0.001,256,2,0.1,42,0,all,768,33,43,1.5672522682800678,0.4325723699694047,0.21164021164021166,0.39602929228487477,0.31825266367320704,0.1401350767440149,0.2886931611302248,0.5596308742383874,0.3057134839979379,0.5175518293615817,0.22093215832919302
concat_embed64_drop0p5_embedding_lr0p0005_h256_l2_do0p1_s3_knn0a,concat,64,0.5,embedding,0.0005,0.0001,256,2,0.1,3,0,all,768,16,26,1.559638089615983,0.42919902722209163,0.2107200368069933,0.39294847676847006,0.3180512720581911,0.13896782502912786,0.28837206916093644,0.5566542706543804,0.3068263588806927,0.5152365855335659,0.21847899041509833
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0005_h256_l2_do0p1_s3_knn0a,concat,64,0.5,embedding,0.0005,0.0005,256,2,0.1,3,0,all,768,16,26,1.561521225329446,0.430414999607751,0.2107200368069933,0.39384818395467663,0.3176698401077312,0.1378139983326955,0.28773617568005766,0.556346685013222,0.30753895614082355,0.5149723120444707,0.21969496280075768
concat_embed64_drop0p5_embedding_lr0p001_wd0p0005_h256_l2_do0p1_s3_knn0a,concat,64,0.5,embedding,0.001,0.0005,256,2,0.1,3,0,all,768,13,23,1.5651635396278512,0.4310491357443583,0.2107200368069933,0.39437710272474974,0.3245874488755647,0.13405230909021182,0.29288190183169904,0.5557592253147354,0.3017151710884289,0.5135160288674758,0.22032909893736502
concat_embed64_drop0p5_embedding_lr0p0003_h256_l2_do0p1_s123_knn0a,concat,64,0.5,embedding,0.0003,0.0001,256,2,0.1,123,0,all,768,16,26,1.5747779928321857,0.4194516356789836,0.21025994939038414,0.3847420566761002,0.32448071164803416,0.15089488546822563,0.2956790153439322,0.5521092314717121,0.3209627041410132,0.5137568533539767,0.20919168628859944
concat_embed64_drop0p5_embedding_lr0p0003_h256_l2_do0p1_s3_knn0a,concat,64,0.5,embedding,0.0003,0.0001,256,2,0.1,3,0,all,768,29,39,1.5639920243963539,0.43002275045108673,0.20864964343225212,0.3931774931431409,0.31834727045272637,0.1412514729578081,0.288871699235803,0.5579815973391301,0.30288334767046415,0.5155825709809463,0.22137310701883461
concat_embed64_drop0p5_embedding_lr0p001_wd0p001_h256_l2_do0p1_s3_knn0a,concat,64,0.5,embedding,0.001,0.001,256,2,0.1,3,0,all,768,13,23,1.567021145112898,0.43025809994508524,0.20749942489072926,0.3932974541013018,0.32218372296550435,0.1329809293415307,0.2907908660146871,0.5571579787303124,0.3044514802151525,0.5152283192377591,0.22275867505435598
concat_embed64_drop0p5_embedding_lr0p0005_wd0p001_h256_l2_do0p1_s42_knn0a,concat,64,0.5,embedding,0.0005,0.001,256,2,0.1,42,0,all,768,15,25,1.5676611267641167,0.4377892837530402,0.2074994248907292,0.3995790460922722,0.3136076473570863,0.14520753463306663,0.28566632639716477,0.5615325805673075,0.3083706695948915,0.5195273579635024,0.23028985886231101
concat_embed64_drop0p5_embedding_lr0p001_h256_l2_do0p1_s2_knn0a,concat,64,0.5,embedding,0.001,0.0001,256,2,0.1,2,0,all,768,7,17,1.576616202698243,0.43241547030673905,0.20726938118242466,0.39505869907793667,0.32011419769559896,0.1441342271604075,0.29091513788146084,0.5566706367493126,0.3037258454632753,0.5147014391570228,0.22514608912431439
concat_embed64_drop0p5_embedding_lr0p001_wd0p0005_h256_l2_do0p1_s1_knn0a,concat,64,0.5,embedding,0.001,0.0005,256,2,0.1,1,0,all,768,9,19,1.5817015527095262,0.4329842315839025,0.20680929376581547,0.3954567513481979,0.3202646802299415,0.1418977318688745,0.29066957642609004,0.5598154440355247,0.3021200582480828,0.517058016575774,0.226174937818087
concat_embed64_drop0p5_embedding_lr0p0003_wd0p0005_h256_l2_do0p1_s2_knn0a,concat,64,0.5,embedding,0.0003,0.0005,256,2,0.1,2,0,all,768,31,41,1.563097806136323,0.44483669360110883,0.20611916264090174,0.40522811666748476,0.3209682441924938,0.13709926959337881,0.2904603413880202,0.5649254135845974,0.30518419202834923,0.5218285362188578,0.2387175309602071
concat_embed64_drop0p5_embedding_lr0p001_h256_l2_do0p1_s1_knn0a,concat,64,0.5,embedding,0.001,0.0001,256,2,0.1,1,0,all,768,9,19,1.5799257835007239,0.43178787165607624,0.20611916264090174,0.3942298779124615,0.3194980568556713,0.14015292871437418,0.28968356547106855,0.5586900789486711,0.30217869692245825,0.5160719463230157,0.2256687090151745
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0005_h256_l2_do0p1_s42_knn0a,concat,64,0.5,embedding,0.0005,0.0005,256,2,0.1,42,0,all,768,15,25,1.5657103218401018,0.43688711069271224,0.20542903151598801,0.39848303915634764,0.3130479929774653,0.145176287657028,0.2851943721068102,0.5609728562213616,0.3058771511063365,0.5186467903469995,0.23145807917672423
concat_embed64_drop0p5_embedding_lr0p0005_h256_l2_do0p1_s2_knn0a,concat,64,0.5,embedding,0.0005,0.0001,256,2,0.1,2,0,all,768,16,26,1.565895088211528,0.4358345754556629,0.20496894409937885,0.3975288042618858,0.3188756268215467,0.1354620600866027,0.28844330610792973,0.5601786315713234,0.3054020528275068,0.5179027730892898,0.23086563135628405
concat_embed64_drop0p5_embedding_lr0p001_wd0p001_h256_l2_do0p1_s42_knn0a,concat,64,0.5,embedding,0.001,0.001,256,2,0.1,42,0,all,768,10,20,1.5664559466217398,0.4323958578489056,0.20473890039107429,0.39473698559923237,0.31112785474478005,0.1369564773083474,0.2823206333757731,0.5599482595084059,0.3114301120974442,0.5188051476798838,0.22765695745783132
concat_embed64_drop0p5_embedding_lr0p0005_wd0p001_h256_l2_do0p1_s2_knn0a,concat,64,0.5,embedding,0.0005,0.001,256,2,0.1,2,0,all,768,16,26,1.5667059309592883,0.438658769383646,0.20312859443294223,0.39969355427960734,0.3190825002798943,0.13626250800403117,0.2888400771806532,0.5614065384175198,0.3009289687022642,0.5182790909747848,0.23553017495070377
concat_embed64_drop0p5_embedding_lr0p0003_h256_l2_do0p1_s2_knn0a,concat,64,0.5,embedding,0.0003,0.0001,256,2,0.1,2,0,all,768,31,41,1.564450749933747,0.4445359692476662,0.20128824476650561,0.4040612237108288,0.32043829672653623,0.13664813048842273,0.289851854570493,0.5647389700317469,0.3023239544001849,0.521106843883787,0.24324772448116058
concat_embed64_drop0p5_embedding_lr0p0003_wd0p001_h256_l2_do0p1_s2_knn0a,concat,64,0.5,embedding,0.0003,0.001,256,2,0.1,2,0,all,768,31,41,1.5611977452157126,0.4423655239141238,0.1992178513917644,0.40202188742209377,0.3208508993603859,0.13767379428209967,0.2904575691389758,0.5647742895714923,0.30219046267565547,0.5212057604094554,0.24314767252235941
concat_embed64_drop0p5_embedding_lr0p001_wd0p0005_h256_l2_do0p1_s42_knn0a,concat,64,0.5,embedding,0.001,0.0005,256,2,0.1,42,0,all,768,10,20,1.56113513942383,0.4331411312465679,0.195077064642282,0.3936409786633078,0.3102691210695905,0.13370952679515014,0.28097984323844816,0.5584683905305521,0.30381552857409394,0.5162215112250548,0.2380640666042859
