config_label,features,entity_embed_dim,ci_dropout_rate,ci_dropout_mode,lr,weight_decay,hidden_dim,num_layers,dropout,triplet_weight,triplet_margin,knn_edges,knn_scope,n_seeds,seeds,seen_ndcg1_mean,seen_ndcg1_std,unseen_ndcg1_mean,unseen_ndcg1_std,all_ndcg1_mean,all_ndcg1_std,seen_map_mean,seen_map_std,unseen_map_mean,unseen_map_std,all_map_mean,all_map_std,seen_mrr_mean,seen_mrr_std,unseen_mrr_mean,unseen_mrr_std,all_mrr_mean,all_mrr_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,seen_unseen_gap_mean,seen_unseen_gap_std
concat_embed64_drop0p5_embedding_lr0p0005_h256_l2_do0p3_s123_knn0a_ag,concat,64,0.5,embedding,0.0005,0.0001,256,2,0.3,0.0,0.2,0,all,3,"[123, 1, 42]",0.4649307462322295,0.002691138882146709,0.24837052373284257,0.012238286845033386,0.428998562286093,0.004245129076052715,0.3042724467027284,0.0012073521511192504,0.13428436465895122,0.0028101671831033755,0.2760676223718646,0.0012380489551434837,0.5856278868930728,0.002427020745569466,0.34503484597511697,0.007755536453483202,0.5457081209145868,0.0033094478580286686,15.0,4.08248290463863,1.4073706612657602,0.02189766925807217,0.21656022249938695,0.009643697181093924
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0005_h256_l2_do0p2_s123_knn0a_ag,concat,64,0.5,embedding,0.0005,0.0005,256,2,0.2,0.0,0.2,0,all,3,"[123, 1, 42]",0.4616925115277675,0.002665137375953189,0.24791043631623338,0.015056102466099078,0.426221284345641,0.004060604882545626,0.30519907794075113,0.0005605218236405259,0.13915890528927885,0.0030894177396106714,0.27764930006694105,0.0004250427870785296,0.5853071368754725,0.0021109704726534006,0.34963310155536204,0.011248087599500408,0.5462035439315999,0.002903207033999264,11.0,2.943920288775949,1.4171528059174074,0.022845299364115276,0.21378207521153414,0.01398020819730285
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0005_h256_l2_do0p3_s123_knn0a_ag,concat,64,0.5,embedding,0.0005,0.0005,256,2,0.3,0.0,0.2,0,all,3,"[123, 1, 42]",0.4652162164518019,0.0022384905143134396,0.24530327428878151,0.006620393434291676,0.4287277413350934,0.002962088901099792,0.30510207616057033,0.0012797909923665614,0.13506731736922542,0.004234512983998215,0.2768895071134321,0.0015579138804791225,0.586328971794417,0.0012082276276308265,0.3452739305230077,0.005182728505367393,0.5463325496253718,0.0017118631883192982,14.333333333333334,4.9216076867444665,1.408591488059704,0.022692407409725942,0.21991294216302035,0.004398767662097115
concat_embed64_drop0p5_embedding_lr0p0001_h256_l2_do0p2_s123_knn0a_ag,concat,64,0.5,embedding,0.0001,0.0001,256,2,0.2,0.0,0.2,0,all,3,"[123, 1, 42]",0.46255328051044753,0.0016374803725632292,0.2440763745111571,0.004183170522808319,0.4263030759080234,0.0015222185625682351,0.30176420560716505,0.0032422508785010353,0.13930904809958009,0.004099422538197841,0.27480926191902916,0.003356837743332385,0.5861834898695558,0.000789606491118452,0.34436063661260485,0.006274789753787328,0.546059670521185,0.0015454602647783497,40.333333333333336,15.107025591499546,1.4134578379006182,0.033315932884854356,0.21847690599929043,0.004516283901041953
concat_embed64_drop0p5_embedding_lr0p0001_h256_l2_do0p3_s123_knn0a_ag,concat,64,0.5,embedding,0.0001,0.0001,256,2,0.3,0.0,0.2,0,all,3,"[123, 1, 42]",0.46472372584399013,0.0033253512025657643,0.24361628709454794,0.0026496668266499366,0.4280370570305309,0.0029991759668107918,0.3019197111253751,0.00280392089780053,0.1363509950033679,0.0029800941223306386,0.2744481584331973,0.0028287418693366266,0.5865860739258435,0.0022717970661933957,0.34275429585015804,0.0025730017287687937,0.546128929023557,0.0014681370460429548,46.333333333333336,15.755069730795299,1.4116920341078718,0.03617554678391755,0.2211074387494422,0.003172676425558311
concat_embed64_drop0p5_embedding_lr0p0001_wd0p0005_h256_l2_do0p3_s123_knn0a_ag,concat,64,0.5,embedding,0.0001,0.0005,256,2,0.3,0.0,0.2,0,all,3,"[123, 1, 42]",0.4652074998038761,0.004300185123646455,0.24307951844183726,0.006783581183834523,0.4283515001481344,0.004208741647814261,0.30187428358639606,0.0028822581801633456,0.13646025087433758,0.002958399389788104,0.2744283963311833,0.00288718322342476,0.587026206181051,0.0024501742570029305,0.3424068813619648,0.0027075017799375162,0.5464383896617728,0.0019351507054223098,46.333333333333336,15.755069730795299,1.411423924297281,0.03590661309177109,0.22212798136203885,0.006214765459724219
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0005_h256_l2_do0p2_s123_knn0a_tw0p7_tm0p2_ag,concat,64,0.5,embedding,0.0005,0.0005,256,2,0.2,0.7,0.2,0,all,3,"[123, 1, 42]",0.46035450607114575,0.0027291339542720792,0.24246606855302505,0.007325366150490301,0.42420194154993257,0.0034429324470900756,0.29880249590563435,0.0010447247483978508,0.13493645466995588,0.005599152488163963,0.27161345505478146,0.0004115433564038582,0.5839743836333182,0.0014180822726486018,0.34316181419074765,0.005758710915195859,0.5440181929631838,0.001903624373509473,12.0,2.943920288775949,0.5769382439909827,0.006599427318187204,0.21788843751812073,0.004855062300166
concat_embed64_drop0p5_embedding_lr0p0002_h256_l2_do0p2_s123_knn0a_tw0p7_tm0p2_ag,concat,64,0.5,embedding,0.0002,0.0001,256,2,0.2,0.7,0.2,0,all,3,"[123, 1, 42]",0.4575085205233486,0.0039024441038818004,0.24062571888658846,0.0043323201876621495,0.42152281348434,0.0028678821532441084,0.29849277471464597,0.001387805564013255,0.13380520875945082,0.0023927468361959786,0.2711674245406991,0.0011338200702346777,0.5850337313727357,0.003118042889228457,0.3341235687922421,0.002609829665222094,0.5434021241840107,0.0027333961868806923,29.0,3.7416573867739413,0.5764907138422984,0.005150695889209816,0.21688280163676013,0.007406501383652409
concat_embed64_drop0p5_embedding_lr0p0002_wd0p0005_h256_l2_do0p3_s123_knn0a_ag,concat,64,0.5,embedding,0.0002,0.0005,256,2,0.3,0.0,0.2,0,all,3,"[123, 1, 42]",0.462477009841096,0.0020738043971343083,0.24031899394218234,0.004544293348678504,0.425616026784011,0.001978421758450598,0.30278802674669564,0.0009638707204123212,0.13466984156477182,0.0008932109056842478,0.27489346012255644,0.0008973926362134286,0.5855567418631845,0.0008147881967043557,0.3377533743040593,0.005734124648522216,0.5444406214471564,0.0008960297931480258,26.666666666666668,1.8856180831641267,1.4105430744061636,0.029998611156987626,0.22215801589891368,0.004732366464398847
concat_embed64_drop0p5_embedding_lr0p0001_wd0p0005_h256_l2_do0p3_s123_knn0a_tw0p7_tm0p2_ag,concat,64,0.5,embedding,0.0001,0.0005,256,2,0.3,0.7,0.2,0,all,3,"[123, 1, 42]",0.45304995510926416,0.0032254188657504074,0.24008895023387775,0.005538063058129824,0.41771496185786916,0.0017989406350113059,0.2947408425993845,0.0007809393953158194,0.1345717454682379,0.0032033084249045323,0.26816520745189437,0.0007637685035576212,0.581919991587726,0.004907053187286516,0.3436394594333804,0.007320274817781926,0.5423839225287947,0.002902889500478864,41.666666666666664,14.704496666741852,0.5787475726261888,0.011111264638102343,0.21296100487538638,0.008722792542135602
concat_embed64_drop0p5_embedding_lr0p0002_h256_l2_do0p3_s123_knn0a_ag,concat,64,0.5,embedding,0.0002,0.0001,256,2,0.3,0.0,0.2,0,all,3,"[123, 1, 42]",0.46301308368853733,0.0014928993258192097,0.23939881910896402,0.003200465724209698,0.42591047640858776,0.0010990365870427756,0.3027588912343178,0.0008708823495859185,0.13449578039117407,0.0009386607057908066,0.2748402782019446,0.0008508685660708636,0.5857171704063805,0.0008986113016031075,0.33713078461902246,0.004939665336760743,0.5444711297553004,0.0005706541449374743,26.666666666666668,1.8856180831641267,1.4103726323715038,0.02996401561695402,0.22361426457957329,0.004121301103551729
concat_embed64_drop0p5_embedding_lr0p0002_h256_l2_do0p3_s123_knn0a_tw0p7_tm0p2_ag,concat,64,0.5,embedding,0.0002,0.0001,256,2,0.3,0.7,0.2,0,all,3,"[123, 1, 42]",0.45425503168501624,0.00483824706176884,0.23840196303964417,0.007662754043618969,0.4184401803776601,0.005228870795526439,0.2958148443129762,0.0008429468322157311,0.1314555500021211,0.0031350662775906494,0.26854396174611156,0.0010634643649073538,0.5835020247589114,0.004618965995203244,0.33586492404802365,0.0026730377462332528,0.5424134917313062,0.004295944389754801,29.333333333333332,6.599663291074443,0.5789434666814904,0.005915926400622079,0.21585306864537207,0.0037306673357231116
concat_embed64_drop0p5_embedding_lr0p0002_wd0p0005_h256_l2_do0p2_s123_knn0a_ag,concat,64,0.5,embedding,0.0002,0.0005,256,2,0.2,0.0,0.2,0,all,3,"[123, 1, 42]",0.46013876903498047,0.0033378004332164017,0.23832528180354268,0.0027669072237817317,0.4233349509886789,0.0024116840931042603,0.3036339413808574,0.0010037528735126653,0.138464213556657,0.0001837749935772997,0.2762285897700402,0.0008673549100562621,0.584862047087979,0.0023645815614755598,0.3398086789000083,0.003139879612251046,0.5442022130670962,0.0014591041404393248,22.333333333333332,4.4969125210773475,1.4137253297305432,0.030332046046524175,0.2218134872314378,0.005856360705792611
concat_embed64_drop0p5_embedding_lr0p0005_h256_l2_do0p2_s123_knn0a_ag,concat,64,0.5,embedding,0.0005,0.0001,256,2,0.2,0.0,0.2,0,all,3,"[123, 1, 42]",0.46238984336183736,0.003568545253403379,0.2381719193313396,0.004284553345509998,0.4251870754790721,0.002768025887913573,0.3047537638780782,0.0006347947576578253,0.13942588413413448,0.001510774278301992,0.27732217132695325,0.0007706158073987696,0.5845669474328936,0.0020916048815268484,0.34259805570624147,0.002435241901288343,0.5444188970364756,0.0015829116905814395,9.666666666666666,3.858612300930075,1.4185058506486399,0.02227781172239398,0.22421792403049773,0.0065874789282373
concat_embed64_drop0p5_embedding_lr0p0002_h256_l2_do0p2_s123_knn0a_ag,concat,64,0.5,embedding,0.0002,0.0001,256,2,0.2,0.0,0.2,0,all,3,"[123, 1, 42]",0.46048525579003396,0.002775162569505052,0.23809523809523808,0.0036566579303937657,0.4235857784466517,0.0019620750216584972,0.30369426464250254,0.0011232007715659062,0.1383528188298669,0.00048265735850783003,0.27626042117719746,0.0009583175816314111,0.5850287866453475,0.0019215906357151807,0.34093055184819915,0.00479518646071461,0.544527430614079,0.0010163529956945753,22.333333333333332,4.4969125210773475,1.4138252706013668,0.030411675244707705,0.22239001769479588,0.005884717444703286
concat_embed64_drop0p5_embedding_lr0p0001_h256_l2_do0p2_s123_knn0a_tw0p7_tm0p2_ag,concat,64,0.5,embedding,0.0001,0.0001,256,2,0.2,0.7,0.2,0,all,3,"[123, 1, 42]",0.4585763098942682,0.0036598491875367285,0.23794187562303504,0.0036243546654693712,0.42196812310175547,0.003435421604453471,0.29716987213373564,0.0014870236471515635,0.1330879301752095,0.003057364857814003,0.2699450085246775,0.001500367759803878,0.586975717628781,0.001479962549099142,0.3348676829263106,0.0025397485804836517,0.545145356666468,0.0013690213211375699,57.333333333333336,14.29063407348401,0.5757479227705027,0.01058550670761738,0.22063443427123317,0.003346082432736233
