run_name,features,entity_embed_dim,ci_dropout_rate,ci_dropout_mode,lr,weight_decay,hidden_dim,num_layers,dropout,triplet_weight,triplet_margin,seed,knn_edges,knn_scope,input_dim,best_epoch,epochs_trained,best_val_loss,seen_ndcg1,unseen_ndcg1,all_ndcg1,seen_map,unseen_map,all_map,seen_mrr,unseen_mrr,all_mrr,seen_unseen_gap
concat_embed64_drop0p5_embedding_lr0p0005_h256_l2_do0p2_s42_knn0a_tw1p0_tm0p3_cltriplet_t0p07_ag,concat,64,0.5,embedding,0.0005,0.0001,256,2,0.2,1.0,0.3,42,0,all,768,3,3,0.3001768345741083,0.9180395387149947,0.797331492983667,0.8980113744799444,0.5587045279203359,0.403444447903937,0.5329434084947363,0.9711038909986041,0.8036919309560393,0.9433265029187144,0.12070804573132765
concat_embed64_drop0p5_embedding_lr0p0005_h256_l2_do0p2_s42_knn0a_ag,concat,64,0.5,embedding,0.0005,0.0001,256,2,0.2,0.0,0.3,42,0,all,768,3,3,1.4947712006396348,0.9106064171962062,0.7828387393604784,0.8894069021173132,0.5017097251333388,0.33416037365014933,0.47390954074090313,0.9662607865777706,0.7974319405859838,0.9382483054324483,0.12776767783572773
concat_embed64_drop0p5_embedding_lr0p0005_h256_l2_do0p2_s42_knn0a_tw1p0_tm0p3_clinfonce_t0p07_ag,concat,64,0.5,embedding,0.0005,0.0001,256,2,0.2,1.0,0.3,42,0,all,768,3,3,1.29587906579932,0.9397505295363643,0.771796641361859,0.9118832234600033,0.5390062424815713,0.30846214653478904,0.5007538212028713,0.975867591506335,0.7841155413342682,0.9440516381455971,0.1679538881745053
