config_label,features,entity_embed_dim,ci_dropout_rate,ci_dropout_mode,lr,weight_decay,hidden_dim,num_layers,dropout,triplet_weight,triplet_margin,knn_edges,knn_scope,n_seeds,seeds,seen_ndcg1_mean,seen_ndcg1_std,unseen_ndcg1_mean,unseen_ndcg1_std,all_ndcg1_mean,all_ndcg1_std,seen_map_mean,seen_map_std,unseen_map_mean,unseen_map_std,all_map_mean,all_map_std,seen_mrr_mean,seen_mrr_std,unseen_mrr_mean,unseen_mrr_std,all_mrr_mean,all_mrr_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,seen_unseen_gap_mean,seen_unseen_gap_std
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0005_h256_l2_do0p3_s123_knn0a_ag,concat,64,0.5,embedding,0.0005,0.0005,256,2,0.3,0.0,0.2,0,all,3,"[123, 1, 42]",0.46651281783077553,0.0019500443798320236,0.2469902614830151,0.006783581183834536,0.430089116451192,0.002739449246280086,0.3050062143828694,0.0017595182531967774,0.13525669972755122,0.004029273936899826,0.2768409737169406,0.0018432336089710666,0.5867755463738233,0.0013381099902556662,0.346163924125122,0.0015413681997587401,0.546852697337024,0.0013075333259307683,14.333333333333334,4.9216076867444665,1.4100341451934393,0.022409945266402456,0.21952255634776044,0.00488492961528316
concat_embed64_drop0p5_embedding_lr0p0005_h256_l2_do0p2_s123_knn0a_ag,concat,64,0.5,embedding,0.0005,0.0001,256,2,0.2,0.0,0.2,0,all,3,"[123, 1, 42]",0.4634510952468124,0.003779851782213105,0.24584004294149217,0.0078402579763032,0.42734455513569286,0.0038757222051483318,0.3055150532833323,0.0002105159181355919,0.13809983088099295,0.0027339156401008026,0.27773712390499844,0.00032961479541933185,0.5857707614512518,0.002537526058100495,0.3484612031599067,0.006795010550569777,0.5463957986705168,0.002555734808970697,12.666666666666666,3.2998316455372216,1.417685849445615,0.021749773349721124,0.2176110523053202,0.0071599549811312115
concat_embed64_drop0p5_embedding_lr0p0001_wd0p001_h256_l2_do0p3_s123_knn0a_ag,concat,64,0.5,embedding,0.0001,0.001,256,2,0.3,0.0,0.2,0,all,3,"[123, 1, 42]",0.46745857413073294,0.0021926116678761013,0.24537995552488306,0.0035456262623102274,0.4306107648601645,0.0023753102554832767,0.30094573300813293,0.0024431385226041692,0.13425050684621911,0.0036023858565576512,0.2732872671076848,0.002532495033439359,0.5886682188919269,0.001250199300189909,0.3431183914525281,0.0019077044234154978,0.5479260111786911,0.0011267514368808239,55.0,11.51810169544733,1.4119626871773916,0.03540677928485654,0.2220786186058499,0.0018105359720361918
concat_embed64_drop0p5_embedding_lr0p0001_wd0p0005_h256_l2_do0p3_s123_knn0a_ag,concat,64,0.5,embedding,0.0001,0.0005,256,2,0.3,0.0,0.2,0,all,3,"[123, 1, 42]",0.4671186248616239,0.0024146039110739936,0.24453646192776626,0.006184140833879598,0.43018726632605103,0.002875468027203955,0.3009752128437665,0.002522479825361358,0.13425951395162908,0.00367964543207411,0.2733133500595335,0.0026058410337259654,0.5885092040965024,0.0009657543433192012,0.3424681025019846,0.0035415515507017164,0.5476854830143478,0.0013045441101425378,55.0,11.51810169544733,1.4108757189820424,0.03609773347856462,0.22258216293385766,0.004609185817939658
concat_embed64_drop0p5_embedding_lr0p0001_h256_l2_do0p3_s123_knn0a_ag,concat,64,0.5,embedding,0.0001,0.0001,256,2,0.3,0.0,0.2,0,all,3,"[123, 1, 42]",0.4663646348160358,0.0026230883340864525,0.2443830994555632,0.005369876972628356,0.42953293382699165,0.002959863030062136,0.30083836870821057,0.0026173507121950985,0.13407049053783685,0.0038991960804421045,0.27316784821480955,0.0027422648339322166,0.5880406105798658,0.001220277476596496,0.3429900431619569,0.0023112169240165534,0.5473812412693712,0.001133864920233376,55.0,11.51810169544733,1.410901346594746,0.03605902797495388,0.22198153536047258,0.0035688183425730507
concat_embed64_drop0p5_embedding_lr0p0001_h256_l2_do0p2_s123_knn0a_ag,concat,64,0.5,embedding,0.0001,0.0001,256,2,0.2,0.0,0.2,0,all,3,"[123, 1, 42]",0.46294335050513036,0.0013686768047936502,0.2440763745111571,0.0024847560380369133,0.42662842456727795,0.001552564717639069,0.3018723022301064,0.0030794302906282825,0.13935863694048917,0.003677491463300848,0.2749076507924957,0.0031467719149081224,0.5863642277274208,0.0009326738382057157,0.3441600895943652,0.006480094205005922,0.5461771446912594,0.0018530910719584252,40.333333333333336,15.107025591499546,1.4132381717309386,0.033266715897899105,0.21886697599397323,0.0011290225622761778
concat_embed64_drop0p5_embedding_lr0p0005_h256_l2_do0p3_s123_knn0a_ag,concat,64,0.5,embedding,0.0005,0.0001,256,2,0.3,0.0,0.2,0,all,3,"[123, 1, 42]",0.4649372837181739,0.003417691665345537,0.24369296833064946,0.006442136639708103,0.42822790400942307,0.003909878766255638,0.3043453545929863,0.001257504545436518,0.13416234467526802,0.0023307524835439967,0.27610818736857606,0.0011304880313132493,0.5860139231787312,0.0027336218347754526,0.3428184587907535,0.00484818516210393,0.5456623569474042,0.0030193865076697133,15.0,4.08248290463863,1.4075429586622257,0.02258112003932163,0.22124431538752443,0.003113263857049169
concat_embed64_drop0p5_embedding_lr0p0001_wd0p0005_h256_l2_do0p2_s123_knn0a_ag,concat,64,0.5,embedding,0.0001,0.0005,256,2,0.2,0.0,0.2,0,all,3,"[123, 1, 42]",0.46170340733767484,0.0021964201591091297,0.24330956215014185,0.005759776691423625,0.42546698438144753,0.0016165378556750824,0.3018812600653487,0.003308064907238947,0.13818477988146732,0.002779960694688727,0.27472035318495897,0.003220409375394172,0.585334723247915,0.0006327450005866226,0.34322664576366807,0.00031170908163787167,0.5451635788216384,0.0005575312633082064,42.333333333333336,12.762793146051099,1.412285611363363,0.03331562011646198,0.218393845187533,0.007068761207745177
concat_embed64_drop0p5_embedding_lr0p0005_wd0p001_h256_l2_do0p3_s123_knn0a_ag,concat,64,0.5,embedding,0.0005,0.001,256,2,0.3,0.0,0.2,0,all,3,"[123, 1, 42]",0.4650222710354512,0.002539667213103,0.2428494747335327,0.00792529418155312,0.42815883557896683,0.0034183388943922017,0.30412492088572496,0.0014401449641255346,0.13333264953730242,0.003303298369716549,0.27578666356477405,0.0015668027662319895,0.5855460889721472,0.002014583235821413,0.34262187888993445,0.007878357001607878,0.5452395298963284,0.0029778026892004557,15.0,4.08248290463863,1.4084978582003878,0.022219069549875767,0.22217279630191852,0.005453792982488229
concat_embed64_drop0p5_embedding_lr0p0005_wd0p001_h256_l2_do0p2_s123_knn0a_ag,concat,64,0.5,embedding,0.0005,0.001,256,2,0.2,0.0,0.2,0,all,3,"[123, 1, 42]",0.46339879535925727,0.0031420145598138514,0.24254274978912657,0.009403383433941839,0.42675383829626434,0.003950329144457189,0.30564339988834993,0.0008093516401912836,0.13878083075126627,0.003848906764440449,0.27795716804595505,5.034699879179496e-05,0.5856004896354772,0.0024433125185216557,0.3457489711447505,0.007475359986239473,0.5458037588106674,0.0027553736257550756,11.0,2.943920288775949,1.418603291091418,0.022137622799167755,0.2208560455701307,0.007263117600903261
concat_embed64_drop0p5_embedding_lr0p0002_h256_l2_do0p3_s123_knn0a_ag,concat,64,0.5,embedding,0.0002,0.0001,256,2,0.3,0.0,0.2,0,all,3,"[123, 1, 42]",0.46307410022401846,0.001854975077002588,0.24146921248370523,0.0015297858556291783,0.42630489349829853,0.0017281661335436837,0.30291948318379835,0.000912065002365138,0.13490252139370185,0.001179414756117319,0.2750417117840675,0.0009190787946357366,0.5859768409439724,0.0014588650376602655,0.33822955875144006,0.0036117814391880545,0.5448700263445244,0.0009079997255611702,26.666666666666668,1.8856180831641267,1.4099137537132458,0.029143362927627633,0.2216048877403132,0.0014012821406054318
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0005_h256_l2_do0p2_s123_knn0a_ag,concat,64,0.5,embedding,0.0005,0.0005,256,2,0.2,0.0,0.2,0,all,3,"[123, 1, 42]",0.46283003408209406,0.003370699407368138,0.2405490376504869,0.006668181949945456,0.42594864580436625,0.003586533499528784,0.3055536085964212,0.0007530835659709371,0.13850140526221164,0.0035403203966612577,0.2778359121998485,0.00023908859401290065,0.5857454298913496,0.0028743041892036014,0.34509888923578474,0.0056561424487470745,0.5458167871099556,0.0027461733482598907,11.0,2.943920288775949,1.4174357461172091,0.02202109959177203,0.22228099643160712,0.005370084659271957
concat_embed64_drop0p5_embedding_lr0p0002_wd0p001_h256_l2_do0p3_s123_knn0a_ag,concat,64,0.5,embedding,0.0002,0.001,256,2,0.3,0.0,0.2,0,all,3,"[123, 1, 42]",0.4623549767701338,0.0014891060680209548,0.24039567517828384,0.0034172655402434243,0.42552696486052793,0.0011778686193011565,0.3030233025873971,0.0009249718703910218,0.13483939105996615,0.0011314011375265264,0.2751178304926705,0.0008926116575751519,0.5855536163039602,0.0008612506033070807,0.33714642223112556,0.0045131804986491865,0.5443373075656643,0.0007773978979929554,26.666666666666668,1.8856180831641267,1.4102483625211029,0.029724877956722708,0.22195930159184996,0.004164143544167757
concat_embed64_drop0p5_embedding_lr0p0002_wd0p0005_h256_l2_do0p2_s123_knn0a_ag,concat,64,0.5,embedding,0.0002,0.0005,256,2,0.2,0.0,0.2,0,all,3,"[123, 1, 42]",0.46121745421580734,0.002753538239099467,0.23985890652557315,0.004819340959273253,0.4244891208134087,0.0020627255389508,0.3037427171780559,0.0009019736245769841,0.1386778057199555,0.00022196610489561613,0.27635475694643014,0.0007482002374301893,0.5852749731504214,0.002260128324918736,0.34035095653700176,0.004826581750247916,0.544636601448504,0.001336524510830493,22.333333333333332,4.4969125210773475,1.4126660728622054,0.03123163800583859,0.22135854769023416,0.006541980203610457
concat_embed64_drop0p5_embedding_lr0p0001_wd0p001_h256_l2_do0p2_s123_knn0a_ag,concat,64,0.5,embedding,0.0001,0.001,256,2,0.2,0.0,0.2,0,all,3,"[123, 1, 42]",0.4602564437819798,0.0015742571426905873,0.23924545663676097,0.007520236374477698,0.42358577844665174,0.0018044213850390968,0.30177848446983685,0.003042459798456215,0.13822595019144335,0.002822007273969258,0.27464146143429435,0.003005826853933392,0.5841236577200559,0.0013521756174843169,0.3397818083039898,0.0020110050402211976,0.5435818805754459,0.00137971054236134,41.666666666666664,13.523641850067197,1.4122754888036522,0.03272436191918898,0.2210109871452188,0.007695044651299469
concat_embed64_drop0p5_embedding_lr0p0002_h256_l2_do0p2_s123_knn0a_ag,concat,64,0.5,embedding,0.0002,0.0001,256,2,0.2,0.0,0.2,0,all,3,"[123, 1, 42]",0.46030874366953495,0.003377041634666104,0.23924545663676097,0.0050013569079427325,0.42362940061325566,0.0026836731184170055,0.303713515553938,0.0012196274455245665,0.13823098976553205,0.0005182855589989561,0.2762562637656178,0.0010590893472868803,0.5849200927750107,0.002390230625801923,0.3405229285882005,0.004545479516054533,0.5443691376729051,0.0015960958397939157,22.333333333333332,4.4969125210773475,1.4134095710258407,0.030580433482805647,0.221063287032774,0.006832396985954832
concat_embed64_drop0p5_embedding_lr0p0002_wd0p0005_h256_l2_do0p3_s123_knn0a_ag,concat,64,0.5,embedding,0.0002,0.0005,256,2,0.3,0.0,0.2,0,all,3,"[123, 1, 42]",0.46357094915579317,0.0020056081588271262,0.23809523809523805,0.005228963153510427,0.4261594862762853,0.0020594653345629554,0.3027709003582599,0.000847093907974452,0.13468169567340882,0.0010520973396911323,0.2748811422466889,0.0008531408611159406,0.5860840114267807,0.0013207543974549855,0.33600735950799876,0.005861858832005725,0.5445907022970069,0.0013467327354172425,26.666666666666668,1.8856180831641267,1.4106059528558486,0.03096724384297121,0.2254757110605551,0.005135811507498107
concat_embed64_drop0p5_embedding_lr0p0002_wd0p001_h256_l2_do0p2_s123_knn0a_ag,concat,64,0.5,embedding,0.0002,0.001,256,2,0.2,0.0,0.2,0,all,3,"[123, 1, 42]",0.4614135787941395,0.002403669995820105,0.23686833831761367,0.007421856380684199,0.42415650179305353,0.0007919522619205048,0.30353762060186906,0.0011144054678145267,0.13827107792723956,3.122322500854781e-05,0.2761162052422517,0.0009246791265935669,0.5854321240952632,0.0018350186538136414,0.33859465511060133,0.006371288630065403,0.5444762678535621,0.00047340880412844344,22.333333333333332,4.4969125210773475,1.4133968764833866,0.03142617596197653,0.22454524047652588,0.009814839433140772
