config_label,features,entity_embed_dim,ci_dropout_rate,ci_dropout_mode,lr,weight_decay,hidden_dim,num_layers,dropout,n_seeds,seeds,seen_ndcg1_mean,seen_ndcg1_std,unseen_ndcg1_mean,unseen_ndcg1_std,all_ndcg1_mean,all_ndcg1_std,seen_map_mean,seen_map_std,unseen_map_mean,unseen_map_std,all_map_mean,all_map_std,seen_mrr_mean,seen_mrr_std,unseen_mrr_mean,unseen_mrr_std,all_mrr_mean,all_mrr_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,seen_unseen_gap_mean,seen_unseen_gap_std
concat_embed64_drop0p7_embedding_lr0p0005_wd0p0001_h128_l2_do0p3,concat,64,0.7,embedding,0.0005,0.0001,128,2,0.3,5,"[1, 123, 2, 3, 42]",0.68459637561782,0.0031264458744296644,0.3390515626540475,0.007421161102852684,0.6272365902733745,0.002782350570319321,0.3897407665587162,0.004308778135899767,0.2877709151084169,0.0031395696427355194,0.3728216738258879,0.0034462501600375896,0.9679186129875684,0.0009091320597741377,0.48336259292273076,0.0038315538941702406,0.8875089147884917,0.0009217296984566273,35.4,7.28285658241325,1.544539994992524,0.004378784378333295,0.3455448129637726,0.008289356076172585
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0001_h128_l2_do0p3,concat,64,0.5,embedding,0.0005,0.0001,128,2,0.3,5,"[1, 123, 2, 3, 42]",0.6907899898015503,0.004045299950455625,0.33506852016168825,0.006044983969287084,0.6318725360292107,0.003113368840435398,0.39642940609094185,0.004803222306626798,0.2867354621856496,0.005935585788300219,0.3782288225644635,0.00423127510342271,0.9715628057407336,0.0005318120701244338,0.48428517717708197,0.010813720845594947,0.8907754691892026,0.0017624040841404095,31.6,2.0591260281974,1.5449191665081492,0.004041442241273815,0.355721469639862,0.008804759387523273
