run_name,features,entity_embed_dim,ci_dropout_rate,ci_dropout_mode,lr,weight_decay,hidden_dim,num_layers,dropout,seed,knn_edges,knn_scope,input_dim,best_epoch,epochs_trained,best_val_loss,seen_ndcg1,unseen_ndcg1,all_ndcg1,seen_map,unseen_map,all_map,seen_mrr,unseen_mrr,all_mrr,seen_unseen_gap
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0001_h128_l2_do0p3_s123_knn5a,concat,64,0.5,embedding,0.0005,0.0001,128,2,0.3,123,5,all,768,38,48,1.5103226563169276,0.6808660861379442,0.14285714285714285,0.5915983707121032,0.582485403228426,0.10697570439706622,0.5035877101554109,0.9600329812250784,0.1914378718016571,0.8325058641342117,0.5380089432808013
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0001_h128_l2_do0p3_s1_knn0a,concat,64,0.5,embedding,0.0005,0.0001,128,2,0.3,1,0,all,768,29,39,1.5463696589887115,0.6903585157292195,0.14216701173222912,0.5994012857633854,0.6182444920336669,0.1141555497633902,0.5346048633436828,0.9641764040232932,0.1971656723008961,0.8369121706251763,0.5481915039969903
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0001_h128_l2_do0p3_s123_knn0a,concat,64,0.5,embedding,0.0005,0.0001,128,2,0.3,123,0,all,768,31,41,1.547450140808025,0.69320885960098,0.1414768806073154,0.6016641856559659,0.6203456103217502,0.10917172370906975,0.5355304309215699,0.9669555521368253,0.1925868796087558,0.8384704718101138,0.5517319789936646
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0001_h128_l2_do0p3_s2_knn5a,concat,64,0.5,embedding,0.0005,0.0001,128,2,0.3,2,5,all,768,32,42,1.507899289550554,0.681382547527551,0.14009661835748793,0.5915711068579753,0.5673628010672247,0.10421259952285741,0.49051582499510876,0.9586481917159764,0.19108548396203193,0.8312923731501382,0.5412859291700631
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0001_h128_l2_do0p3_s42_knn10a,concat,64,0.5,embedding,0.0005,0.0001,128,2,0.3,42,10,all,768,35,45,1.5128201852410526,0.6842590413430895,0.14009661835748793,0.5939703260211926,0.5788204335380376,0.1009301388693714,0.4995277463772798,0.9615027796567943,0.19282346613571144,0.8339616912230317,0.5441624229856015
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0001_h128_l2_do0p3_s123_knn10a,concat,64,0.5,embedding,0.0005,0.0001,128,2,0.3,123,10,all,768,24,34,1.5187072886603719,0.6821082084673795,0.13940648723257418,0.5920618562322688,0.5800175821452943,0.10634911076757385,0.5014253898830343,0.9564871025255117,0.1916693985898624,0.8295867414808815,0.5427017212348053
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0001_h128_l2_do0p3_s1_knn5a,concat,64,0.5,embedding,0.0005,0.0001,128,2,0.3,1,5,all,768,34,44,1.512290199743298,0.6862660495280213,0.13871635610766045,0.5954153102899485,0.5713190257427428,0.1135385859358426,0.49536301322926535,0.9597702104650545,0.19511525352008466,0.832896852785762,0.5475496934203609
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0001_h128_l2_do0p3_s2_knn0a,concat,64,0.5,embedding,0.0005,0.0001,128,2,0.3,2,0,all,768,32,42,1.5414756304399715,0.6956146544285217,0.13871635610766045,0.6032127725704066,0.6183677043085587,0.11286899869561691,0.5344941643528559,0.9662057344098739,0.19251630304042655,0.8378333553815529,0.5568982983208612
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0001_h128_l2_do0p3_s2_knn25a,concat,64,0.5,embedding,0.0005,0.0001,128,2,0.3,2,25,all,768,34,44,1.514774893873392,0.6745116497999801,0.13664596273291926,0.5852677037837019,0.575102277875791,0.09723556155981374,0.4958135028910377,0.9588514371425676,0.19332491172607855,0.8318334667625731,0.5378656870670608
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0001_h128_l2_do0p3_s42_knn0a,concat,64,0.5,embedding,0.0005,0.0001,128,2,0.3,42,0,all,768,33,43,1.5483484020814184,0.683677205094037,0.13526570048309178,0.5926834721063756,0.6110569492647466,0.10514110988170686,0.5271141974880348,0.9646201457261182,0.18975372125424164,0.8360524772204787,0.5484115046109452
