config_label,features,entity_embed_dim,ci_dropout_rate,ci_dropout_mode,lr,weight_decay,hidden_dim,num_layers,dropout,n_seeds,seeds,seen_ndcg1_mean,seen_ndcg1_std,unseen_ndcg1_mean,unseen_ndcg1_std,all_ndcg1_mean,all_ndcg1_std,seen_map_mean,seen_map_std,unseen_map_mean,unseen_map_std,all_map_mean,all_map_std,seen_mrr_mean,seen_mrr_std,unseen_mrr_mean,unseen_mrr_std,all_mrr_mean,all_mrr_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,seen_unseen_gap_mean,seen_unseen_gap_std
concat_embed64_drop0p5_embedding_lr0p0005_wd0p0001_h128_l2_do0p3,concat,64,0.5,embedding,0.0005,0.0001,128,2,0.3,2,"[1, 2]",0.6758158782458903,0.0008727543735788101,0.2894114167406098,0.0016267376515823606,0.6116373034957994,0.0009324238111605432,0.3641482379819325,0.00671241466900363,0.1919898829711824,0.004521543812335563,0.3355833446901024,0.006348863439122887,0.9619658940927505,0.0006138405975009698,0.4583424674828654,0.000803048860840816,0.8784035005694499,0.0003787426579159314,3.0,0.0,1.7172341599575818,0.0006161843534461253,0.3864044615052805,0.0007539832780035505
