run_name,features,entity_embed_dim,ci_dropout_rate,ci_dropout_mode,lr,weight_decay,hidden_dim,num_layers,dropout,triplet_weight,triplet_margin,seed,knn_edges,knn_scope,input_dim,best_epoch,epochs_trained,best_val_loss,seen_ndcg1,unseen_ndcg1,all_ndcg1,seen_map,unseen_map,all_map,seen_mrr,unseen_mrr,all_mrr,seen_unseen_gap
concat_embed64_drop0p5_embedding_lr0p0005_h256_l2_do0p2_s42_knn0a_tw1p0_tm0p3_cltriplet_t0p07_ag,concat,64,0.5,embedding,0.0005,0.0001,256,2,0.2,1.0,0.3,42,0,all,768,2,12,0.35539279678137653,0.9310622107162503,0.7952610996089257,0.9085297694023243,0.5708636790069354,0.4163951076558431,0.545233881782795,0.9768486743140838,0.8028380926801466,0.9479764273442481,0.13580111110732462
concat_embed64_drop0p5_embedding_lr0p0005_h256_l2_do0p2_s123_knn0a_tw1p0_tm0p3_cltriplet_t0p07_ag,concat,64,0.5,embedding,0.0005,0.0001,256,2,0.2,1.0,0.3,123,0,all,768,5,15,0.2894798671631326,0.9224131168118019,0.7908902691511387,0.9005905350804033,0.4895407710081706,0.3656907134440497,0.46899127251466305,0.9714683179878105,0.8011177457808621,0.9432033484323464,0.13152284766066324
concat_embed64_drop0p5_embedding_lr0p0005_h256_l2_do0p2_s7_knn0a_tw1p0_tm0p3_cltriplet_t0p07_ag,concat,64,0.5,embedding,0.0005,0.0001,256,2,0.2,1.0,0.3,7,0,all,768,16,26,0.32585713078928713,0.9204518710284807,0.7598343685300207,0.8938018354026623,0.41797538750583435,0.2503751902942093,0.39016675462544465,0.9665484782487097,0.782384349986879,0.9359915308249845,0.16061750249845996
concat_embed64_drop0p5_embedding_lr0p0005_h256_l2_do0p2_s123_knn0a_ag,concat,64,0.5,embedding,0.0005,0.0001,256,2,0.2,0.0,0.3,123,0,all,768,8,18,1.4397572937002983,0.9193927983054873,0.7492523579480104,0.8911626943231229,0.4654370769646037,0.2901867027684069,0.43635911740495065,0.96565912281734,0.7750167053802455,0.9340272823425491,0.17014044035747689
concat_embed64_drop0p5_embedding_lr0p0005_h256_l2_do0p2_s7_knn0a_ag,concat,64,0.5,embedding,0.0005,0.0001,256,2,0.2,0.0,0.3,7,0,all,768,8,18,1.4353980071709564,0.9159213932690082,0.7492523579480102,0.8882672730147853,0.4664225008453181,0.30251973966895057,0.43922737787321203,0.9660307195725777,0.7747768650522632,0.9342974197177498,0.16666903532099808
concat_embed64_drop0p5_embedding_lr0p0005_h256_l2_do0p2_s42_knn0a_ag,concat,64,0.5,embedding,0.0005,0.0001,256,2,0.2,0.0,0.3,42,0,all,768,16,26,1.4103777880413075,0.9232760649564636,0.7273982056590755,0.8907755475945126,0.4508259330628823,0.2659692716819491,0.4201540796810484,0.9667474409198982,0.7621648969291543,0.9328026217005476,0.1958778592973881
